Name,10/27/21,10/28/21,10/31/21,11/04/21,11/05/21,11/06/21,11/08/21,11/11/21,11/21/21,11/22/21,11/24/21,11/26/21,11/30/21,12/02/21,12/05/21,12/11/21,12/12/21,12/15/21,12/17/21,12/26/21,12/30/21,12/31/21,01/06/22,01/09/22,01/18/22,01/19/22,01/20/22,01/24/22,01/25/22,01/26/22,02/02/22,02/05/22,02/07/22,02/27/22
Gigabyte NVIDIA GeForce RTX 3080 Ti Eagle Overclocked Triple-Fan 12GB GDDR6X,,,,,1199.99,1199.99,1199.99,1199.99,,,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,,,,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99
Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming Overclocked Triple-Fan 12GB GDDR6,,,,,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99
Gigabyte NVIDIA GeForce RTX 3080 Ti VISION Overclocked Triple-Fan 12GB GDDR6X,,,,,1529.99,1529.99,1529.99,1529.99,1529.99,1529.99,,,,,,,,,,,,,1599.99,,,,,,,,1599.99,1599.99,1599.99,
Gigabyte NVIDIA GeForce RTX 3080 Xtreme Overclocked Triple-Fan 10GB GDDR6X,,,,,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99
Gigabyte NVIDIA GeForce RTX 3090 Eagle Overclocked Triple-Fan 24GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,,,
Gigabyte NVIDIA GeForce RTX 3090 Gaming Overclocked Triple-Fan 24GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99
Gigabyte NVIDIA GeForce RTX 3090 VISION Overclocked Triple-Fan 24GB GDDR6X,,,,,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,,,2149.99,2149.99,,,2149.99,2149.99,,,,,2149.99
MSI AMD Radeon RX 6500 XT Mech 2X Overclocked Dual Fan 4GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.99
MSI AMD Radeon RX 6600 Armor Dual Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.99,469.99,469.99,469.99
MSI AMD Radeon RX 6600 MECH 2X Dual-Fan 8GB GDDR6,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99
MSI AMD Radeon RX 6600 XT Gaming X Dual-Fan 8GB GDDR6,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99
MSI AMD Radeon RX 6600 XT MECH 2X Overclocked Dual-Fan 8GB GDDR6,,,,,,,,,,,,,,,,569.99,,,,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,
MSI AMD Radeon RX 6600 XT Mech 2X Overclocked Dual-Fan 8GB GDDR6,,,559.99,559.99,559.99,559.99,559.99,,,,,,559.99,,,,,,,559.99,,,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99
MSI AMD Radeon RX 6700 XT Gaming X Dual-Fan 12GB GDDR6,,,,,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99
MSI AMD Radeon RX 6700 XT MECH 2X Dual-Fan 12GB GDDR6,,,,,,,809.99,,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99
MSI AMD Radeon RX 6700 XT MECH 2X Overclocked Dual-Fan 12GB GDDR6,,,,,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,889.99
MSI AMD Radeon RX 6800 GAMING X TRIO Overclocked Triple-Fan 16GB GDDR6,,,,,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99
MSI AMD Radeon RX 6800 XT GAMING X TRIO Overclocked Triple-Fan 16GB GDDR6,,,,,,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1379.99,1379.99,1379.99
MSI AMD Radeon RX 6800 XT Gaming Z Trio Triple Fan 16GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.99
MSI AMD Radeon RX 6900 XT Gaming X Trio Triple-Fan 16GB GDDR6,,,,,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1719.99,1669.99,1669.99,1599.99
MSI AMD Radeon RX 6900 XT Gaming Z Trio Overclocked Triple-Fan 16GB GDDR6,,,,,2009.99,2009.99,2009.99,2009.99,2009.99,2009.99,2009.99,2009.99,2009.99,2009.99,2009.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1719.99,1569.99,1569.99,1569.99,1569.99,1569.99,1569.99,1569.99,1569.99,1719.99,1669.99,1669.99,1569.99
MSI GAMING X GeForce GTX 1050 Ti Overclocked Dual-Fan 4GB,299.99,299.99,299.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,,,,,,,,,,
MSI GeForce GT 710 Low Profile Passive Cooled 1GB DDR3,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,,,,,,,,,,
MSI GeForce GT 710 Low Profile Passive Cooled 2GB DDR3,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,,,,,,,,,,
MSI GeForce GTX 1650 Super Gaming X Dual-Fan 4GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.99
MSI GeForce GTX 1650 Ventus XS Overclocked Dual-Fan 4GB GDDR5,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,,,,,,,,,,
MSI GeForce GTX 1660 Gaming X Overclocked Double-Fan 6GB GDDR5,,,354.99,354.99,354.99,354.99,354.99,,354.99,354.99,354.99,354.99,,,,,,,,,,,,,,,,,,,,,,354.99
MSI GeForce GTX 1660 Super Gaming X Overclocked Dual-Fan,,,,,,,,,,,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,,,,,,,,,,
MSI GeForce GTX 1660 Super Ventus XS Overclocked Dual-Fan 6GB GDDR6,,,,434.99,434.99,,,,434.99,434.99,434.99,434.99,434.99,434.99,434.99,434.99,434.99,434.99,434.99,,,,434.99,434.99,,,,,,,,,,
MSI GeForce GTX 1660 Ti Ventus XS Overclocked Dual-Fan 6GB GDDR6,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,,,,,,,,459.99,,,,,,,,,,,
MSI GeForce RTX 2060 Gaming Z Dual-Fan 6GB GDDR6,,,,,,,,,,,,,,,,,379.99,,,,,,,,,,,,,,,,,
MSI GeForce RTX 3070 Gaming X Trio Triple-Fan 8GB GDDR6,799.99,,,,,,,,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,,,,,,,,,,,,,,,
MSI GeForce RTX 3070 Ventus 2X Overclocked Dual-Fan 8GB GDDR6,729.99,729.99,,,,,,729.99,729.99,729.99,729.99,729.99,,,,,,,,,,,,,,,,,,,,,,
MSI GeForce RTX 3070 Ventus 3X Overclocked Triple-Fan 8GB GDDR6,,,,759.99,759.99,759.99,759.99,,,,,,759.99,759.99,,,,,,,,,,,,,,,,,,,,
MSI GeForce RTX 3080 Gaming X Trio Triple-Fan 10GB GDDR6X,,,,,,,,,1114.99,1114.99,1114.99,1114.99,1114.99,,,1114.99,1114.99,1114.99,1114.99,1114.99,,,,,,,,,,,,,,
MSI GeForce RTX 3080 SUPRIM X Overclocked Triple-Fan 10GB GDDR6X,,,,,,,,,,,,,,1159.99,1159.99,,,1159.99,,,,,,,,,,,,,,,,
MSI GeForce RTX 3080 Ventus 3X Overclocked Triple-Fan 10GB GDDR6X,,,,,,,,1099.99,,,,,,,,,,,,,,,,,,,,,,,,,,1099.99
MSI GeForce RTX 3090 Gaming X Trio Triple-Fan 24GB GDDR6X,,,,,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,,,,,,,,,,
MSI GeForce RTX 3090 SUPRIM X Overclocked Triple-Fan 24GB GDDR6X,,,,,2369.99,2369.99,2369.99,,,,2369.99,2369.99,2369.99,2369.99,,,,,,,,,,,,,,,,,,,,
MSI GeForce RTX 3090 Ventus 3X Overclocked Triple-Fan 24GB GDDR6X,,,,,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,,,,,,,,,,
MSI NVIDIA GTX 1650 D6 VENTUS XS Overclocked Dual-Fan 4GB GDDR6,,,,,,,,,,,,,,,,,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,,,,,,,
MSI NVIDIA GeForce 210 N210-MD1G/D3 Single-Fan 1GB DDR3,54.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,,,,,,,,
MSI NVIDIA GeForce GT 1030 2GD4 LP Overclocked Single-Fan 2GB GDDR4,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,,,,
MSI NVIDIA GeForce GT 1030 2GH LP Overclocked Passive Cooled 2GB GDDR5,,,,,,104.99,104.99,104.99,104.99,104.99,,,,,,,,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce GT 1030 LP Overclocked Single-Fan 2GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,104.99,104.99,104.99,104.99,,,,,,
MSI NVIDIA GeForce GT 710 2GD3 LP Single-Fan 2GB DDR3,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,,,,,,,
MSI NVIDIA GeForce GT 710 Low Profile Passive Cooled 1GB DDR3,,,,,,,,,,,,,,,,,,,,,,,,,64.99,64.99,64.99,,,,,,,
MSI NVIDIA GeForce GT 710 Low Profile Passive Cooled 2GB DDR3,,,,,,,,,,,,,,,,,,,,,,,,,69.99,69.99,69.99,,,,,,,
MSI NVIDIA GeForce GT 730 N730K-2GD3H/LPV1 Passive Cooled 2GB DDR3,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,,,,
MSI NVIDIA GeForce GT 730 N730K-4GD3/OCV1 Overclocked Single-Fan 4GB DDR3,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,139.99,,,
MSI NVIDIA GeForce GTX 1050 Ti GAMING X Overclocked Dual-Fan 4GB,,,,,,,,,,,,,,,,,,,,,,,,,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,259.99
MSI NVIDIA GeForce GTX 1050 Ti Gaming X 4G Dual-Fan,,,,,,,,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99
MSI NVIDIA GeForce GTX 1050 Ti LP Dual-Fan 4GB GDDR5,179.99,179.99,179.99,179.99,179.99,179.99,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce GTX 1050 Ti Overclocked Dual-Fan 4GB GDDR5,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,269.99
MSI NVIDIA GeForce GTX 1650 D6 VENTUS XS Overclocked Dual-Fan 4GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.99,289.99,289.99,289.99,289.99,289.99,289.99
MSI NVIDIA GeForce GTX 1650 VENTUS XS OCV1 Overclocked Dual-Fan 4GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99
MSI NVIDIA GeForce GTX 1650 Ventus XS Overclocked Dual-Fan 4GB,,,,,,,,,,,,,,,,,,,,,,,,,289.99,,,289.99,289.99,289.99,289.99,289.99,289.99,299.99
MSI NVIDIA GeForce GTX 1650 Ventus XS Overclocked Dual-Fan 4GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99,289.99
MSI NVIDIA GeForce GTX 1660 Super Gaming X Overclocked Dual-Fan,,,,,,,,,,,,,,,,,,,,,,,,,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99
MSI NVIDIA GeForce GTX 1660 Super Ventus XS Overclocked Dual-Fan 6GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,434.99,434.99,434.99,,,,,434.99,434.99,434.99
MSI NVIDIA GeForce RTX 2060 Gaming Z Dual-Fan 6GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,
MSI NVIDIA GeForce RTX 2060 Ventus GP Overclocked Dual Fan 12GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.99
MSI NVIDIA GeForce RTX 3050 Gaming X Dual Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.99
MSI NVIDIA GeForce RTX 3050 Ventus 2X Overclocked Dual Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.99
MSI NVIDIA GeForce RTX 3060 Gaming X Overclocked Dual-Fan 12GB GDDR6,539.99,539.99,539.99,539.99,539.99,539.99,,,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,,,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,
MSI NVIDIA GeForce RTX 3060 Gaming X Trio Overclocked Triple-Fan 12GB GDDR6,559.99,559.99,,,,,,,,,,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,,,559.99,559.99,,
MSI NVIDIA GeForce RTX 3060 Gaming Z Trio Overclocked Triple-Fan 12GB GDDR6,579.99,579.99,579.99,,,,,,579.99,579.99,,,,,,,,,,579.99,579.99,579.99,,579.99,579.99,579.99,579.99,579.99,,,,,,
MSI NVIDIA GeForce RTX 3060 Ti Gaming Trio Plus LHR Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,679.99,
MSI NVIDIA GeForce RTX 3060 Ti Gaming X LHR Dual-Fan 8GB GDDR6,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,649.99,
MSI NVIDIA GeForce RTX 3060 Ti VENTUS 2X LHR Overclocked Dual-Fan 8GB GDDR6,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99,629.99
MSI NVIDIA GeForce RTX 3060 Ti Ventus 3X LHR Overclocked Triple-Fan 8GB GDDR6,659.99,659.99,659.99,659.99,659.99,659.99,659.99,659.99,659.99,659.99,659.99,659.99,,,,,,659.99,659.99,,,,,,,,,,,,659.99,659.99,659.99,
MSI NVIDIA GeForce RTX 3060 Ventus 2x Overclocked Dual-Fan 12GB GDDR6,504.99,504.99,504.99,504.99,504.99,504.99,504.99,504.99,,,,,,,,,,,,504.99,,,,,,,,,504.99,504.99,504.99,,,504.99
MSI NVIDIA GeForce RTX 3060 Ventus 3X Overclocked Triple-Fan 12GB GDDR6,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,,,519.99,,,,,,519.99,519.99,519.99,519.99,519.99,519.99,519.99,,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99
MSI NVIDIA GeForce RTX 3070 Gaming Trio Plus LHR Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,839.99,839.99,,,,,839.99,,,,,,,839.99,839.99,839.99,
MSI NVIDIA GeForce RTX 3070 Gaming X Trio Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,
MSI NVIDIA GeForce RTX 3070 Gaming Z Trio LHR Triple-Fan 8GB GDDR6,,,,,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,
MSI NVIDIA GeForce RTX 3070 SUPRIM X LHR Triple-Fan 8GB GDDR6,,,,,839.99,839.99,839.99,839.99,,839.99,839.99,839.99,,,839.99,,,,,839.99,839.99,839.99,839.99,,,,,,,,,,,839.99
MSI NVIDIA GeForce RTX 3070 SUPRIM X Overclocked Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,839.99,,,,,,,,,839.99
MSI NVIDIA GeForce RTX 3070 Ti Gaming X Trio Triple-Fan 8GB GDDR6X,,,,,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99
MSI NVIDIA GeForce RTX 3070 Ti Suprim X Overclocked Triple-Fan 8GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,979.99,979.99,979.99,979.99,979.99,979.99,979.99,979.99,979.99,979.99
MSI NVIDIA GeForce RTX 3070 Ti Ventus 3X Overclocked Triple-Fan 8GB GDDR6X,,,,,909.99,909.99,909.99,909.99,909.99,909.99,909.99,909.99,909.99,909.99,909.99,,,,,909.99,909.99,909.99,909.99,909.99,909.99,909.99,909.99,909.99,909.99,909.99,,,,909.99
MSI NVIDIA GeForce RTX 3070 VENTUS 3X LHR Overclocked Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,749.99,749.99,749.99,749.99,,749.99,749.99,749.99,,,749.99,749.99,749.99,749.99,
MSI NVIDIA GeForce RTX 3070 Ventus 2X LHR Overclocked Dual-Fan 8GB GDDR6,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,
MSI NVIDIA GeForce RTX 3080 GAMING Z TRIO Triple-Fan 10GB GDDR6,,,,,,,,,,,,,,,1149.99,,,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 3080 Gaming Z Trio LHR Triple Fan 12GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.99
MSI NVIDIA GeForce RTX 3080 Gaming Z Trio LHR Triple-Fan 10GB GDDR6X,,,,,1149.99,1149.99,,1149.99,,,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99
MSI NVIDIA GeForce RTX 3080 Ti Gaming Trio X Triple-Fan 12GB GDDR6X,,,,,1769.99,1769.99,1769.99,1769.99,,,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99,1769.99
MSI NVIDIA GeForce RTX 3080 Ti Ventus 3X Overclocked Triple-Fan 12GB GDDR6X,,,,,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,1729.99,,,,,,1729.99,1729.99,,1729.99,1729.99,1729.99
MSI NVIDIA GeForce RTX 3080 VENTUS 3X Plus LHR Overclocked Triple-Fan 10GB GDDR6X,,,,,,,,,,,,,,,,,,,,1099.99,1099.99,1099.99,1099.99,,,,,1099.99,1099.99,1099.99,1099.99,1099.99,1099.99,1099.99
MSI NVIDIA GeForce RTX 3080 Ventus LHR Overclocked Triple-Fan 10GB GDDR6X,,,,,1099.99,,1099.99,,1099.99,1099.99,1099.99,1099.99,1099.99,1099.99,1099.99,,,,,,,,,,,,,,,1099.99,1099.99,1099.99,1099.99,
MSI NVIDIA GeForce RTX 3090 Gaming X Trio Triple-Fan 24GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99,2269.99
MSI NVIDIA GeForce RTX 3090 Ventus 3X Overclocked Triple-Fan 24GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,2239.99,2239.99,2239.99,2239.99,2239.99,2239.99,,2239.99,,
